doc_id,description,hs_code,folder
1.pdf,Outlet Data (Metal Black),8536,1
1.pdf,Outlet TV & Data (Metal Blac k),8536,1
1.pdf,Outlet Telepon & Data (Meta l Black),8536,1
1.pdf,Stop Kontak Multi-standard Dan Stop Kontak 2 Pin(Metal Black),8536,1
1.pdf,Stop Kontak Multistandard D engan USB A+C(Metal Black),8536,1
1.pdf,16A Sakelar Kartu Akses RFI D(Metal Black),8536,1
1.pdf,Outlet Alat Cukur (Metal Blac k),8536,1
1.pdf,Sakelar 3 Tombol 2 Arah,8536,1
1.pdf,Sakelar 1 Tombol Intermedi ate(Smoky Grey),8536,1
1.pdf,Sakelar 3 Tombol 2 Arah (S moky Grey),8536,1
1.pdf,Bingkai saklar 1-warna putih(Smoky Grey),7326,1
1.pdf,Bingkai saklar 3-warna putih(Smoky Grey),7326,1
1.pdf,Bingkai Saklar 4-warna Putih(Smoky Grey),7326,1
1.pdf,Bingkai saklar 5-warna putih(Smoky Grey),7326,1
1.pdf,Saklar 1-Tombol 1-Arah (Smoky Grey),8536,1
1.pdf,Saklar 1-Tombol 2-Arah (Smoky Grey),8536,1
1.pdf,Saklar 2-Tombol 1-Arah (Smoky Grey),8536,1
1.pdf,Saklar 2-Tombol 2-Arah (Smoky Grey),8536,1
1.pdf,Sakelar 2 Tombol 1 Arah (S moky Grey),8536,1
1.pdf,Outlet TV (Smoky Grey),8536,1
1.pdf,Outlet Data Cat.6 RJ45 (Sm oky Grey),8536,1
1.pdf,Bingkai Untuk 1-tombol,7326,1
1.pdf,Sakelar 1 Tombol 2 Arah (Me tal Black),8536,1
1.pdf,Sakelar 1 Tombol Intermedi ate(Metal Black),8536,1
1.pdf,Sakelar 2 Tombol 1 Arah (Me tal Black),8536,1
1.pdf,Sakelar 2 Tombol 2 Arah (Me tal Black),8536,1
1.pdf,Sakelar 3 Tombol 1 Arah (Me tal Black),8536,1
1.pdf,Sakelar 3 Tombol 2 Arah (Me tal Black),8536,1
1.pdf,Sakelar 4 Tombol 1 Arah (Me tal Black),8536,1
1.pdf,Sakelar 2 Tombol 1 Arah,8536,1
1.pdf,Sakelar 4 Tombol 2 Arah (Me tal Black),8536,1
1.pdf,Sakelar Bell (Metal Black),8536,1
1.pdf,Stop Kontak Saklar (Metal Bl ack),8536,1
1.pdf,Stop Kontak Universal Denga n Sakelar(Metal Black),8536,1
1.pdf,etal Black),8536,1
1.pdf,Peredup Lampu (Dimmer) 20 0W (Metal Black),8536,1
1.pdf,Sakelar Pengatur Kipas Angi n 200W(Metal Black),8536,1
1.pdf,Outlet TV (Metal Black),8536,1
1.pdf,Outlet Telepon RJ11 (Metal Black),8536,1
1.pdf,Outlet Data Cat.6 (Metal Blac k),8536,1
1.pdf,Sakelar 3 Tombol 1 Arah,8536,1
1.pdf,Bingkai Saklar 3-warna Putih(Graphite Black),7326,1
1.pdf,Bingkai Saklar 4-warna Putih(Graphite Black),7326,1
1.pdf,Bingkai Saklar 5-warna Putih(Graphite Black),7326,1
1.pdf,Saklar 1-Tombol 1-Arah (Graphite Black),8536,1
1.pdf,Saklar 1-Tombol 2-Arah (Graphite Black),8536,1
1.pdf,Saklar 2-Tombol 1-Arah (Graphite Black),8536,1
1.pdf,Saklar 2-Tombol 2-Arah (Graphite Black),8536,1
1.pdf,Sakelar 4 Tombol 1 Arah (S moky Grey),8536,1
1.pdf,Saklar 3-Tombol 1-Arah (Graphite Black),8536,1
1.pdf,Saklar 3-Tombol 2-Arah (Graphite Black),8536,1
1.pdf,Saklar 4-Tombol 1-Arah (Graphite Black),8536,1
1.pdf,Stop Kontak Tipe Schuko (Gr aphite Black),8536,1
1.pdf,Stop Kontak Saklar (Graphite Black),8536,1
1.pdf,Stop Kontak Universal Denga n Sakelar(Graphite Black),8536,1
1.pdf,Outlet TV (Graphite Black),8536,1
1.pdf,Outlet Data Cat.6 RJ45(Grap hite Black),8536,1
1.pdf,Saklar 1-Tombol 1-Arah (Metal)(Brushed Grey),8536,1
1.pdf,Stop Kontak Tipe Schuko (M etal Black),8536,1
1.pdf,Sakelar Peredup Lampu (Dim mer) 200W(Metal Black),8536,1
1.pdf,Sakelar Pengatur Kipas Angi n 200W (Metal Black),8536,1
1.pdf,Stop Kontak Tipe Schuko (M etal)(Brushed Grey),8536,1
1.pdf,Outlet Data (Metal) (Brushed Grey),8536,1
1.pdf,Saklar 3-Tombol 1-Arah (GEM)(Diamond Grey),8536,1
1.pdf,Stop Kontak Tipe Schuko (G EM)(Diamond Grey),8536,1
1.pdf,Saklar 1-Tombol 1-Arah (Matt Champagne),8536,1
1.pdf,Plat Penutup,7326,1
1.pdf,Sakelar Pengatur Kipas Angi n 200W(Smoky Grey),8536,1
1.pdf,ey),3926,1
1.pdf,Bingkai Sakelar 1,3926,1
1.pdf,Bingkai untuk 1-tombol (Matt Champagne),7326,1
1.pdf,Saklar 1-Tombol Intermediate(Graphit e Black),8536,1
1.pdf,Stop Kontak Multi-standard dan Stop Kontak 2 Pin(Smoky Grey),8536,1
1.pdf,Stop Kontak Multi-standard Dan Stop Kontak 2 Pin(Matt Champagne),8536,1
1.pdf,Stop Kontak Multi-standard dan Stop Kontak 2 Pin,8536,1
1.pdf,Stop Kontak Saklar Internasi onal 10A(Graphite Black),8536,1
1.pdf,Stop Kontak Saklar Internasi onal 10A(Smoky Grey),8536,1
1.pdf,Stop Kontak Saklar Internasi onal 10A,8536,1
1.pdf,Sakelar Pengatur Kipas Angi n 200W(Graphite Black),8536,1
1.pdf,Sakelar Pengatur Kipas Angi n 200W(Matt Champagne),8536,1
1.pdf,Sakelar Peredup Lampu (Dim mer) 200W(Matt Champagne),8536,1
1.pdf,Saklar 3-Tombol 1-Arah (Matt Champagne),8536,1
1.pdf,Sakelar 3 Tombol 2 Arah (Ma tt Champagne),8536,1
1.pdf,Saklar 3-Tombol 1-Arah (Smoky Grey),8536,1
1.pdf,Saklar 3-Tombol 2-Arah (Smoky Grey),8536,1
1.pdf,Saklar 4-Tombol 1-Arah (Smoky Grey),8536,1
1.pdf,Stop Kontak tipe Schuko (Sm oky Grey),8536,1
1.pdf,Bingkai Saklar 2-warna Putih,7326,1
1.pdf,Bingkai saklar 3-warna putih,7326,1
1.pdf,Bingkai saklar 5-warna putih,7326,1
1.pdf,Saklar 1-Tombol 1-Arah,8536,1
1.pdf,Saklar 1-Tombol 2-Arah,8536,1
1.pdf,Saklar 2-Tombol 1-Arah,8536,1
1.pdf,Saklar 2-Tombol 2-Arah,8536,1
1.pdf,Saklar 3-Tombol 1-Arah,8536,1
1.pdf,Saklar 4-Tombol 1-Arah,8536,1
1.pdf,Stop Kontak tipe Schuko,8536,1
1.pdf,Stop kontak universal denga n sakelar,8536,1
1.pdf,Outlet TV,8536,1
1.pdf,Sakelar 3 Tombol 1 Arah (S moky Grey),8536,1
1.pdf,Outlet Data Cat.6 RJ45,8536,1
1.pdf,Bingkai Untuk 1-tombol (Graphite Black),7326,1
1.pdf,Bingkai Saklar 2-warna Putih(Graphite Black),7326,1
1.pdf,Bingkai Sakelar 3 (Graphite Black),3926,1
1.pdf,Stop Kontak Saklar (Metal)(B rushed Grey),8536,1
1.pdf,Stop Kontak Multistandard D engan USB A+C(Smoky Grey),8536,1
1.pdf,Stop Kontak Multistandard D engan USB A+C,8536,1
1.pdf,Outlet Telepon RJ11 (Smoky Grey),8536,1
1.pdf,Stop Kontak Universal Denga n Sakelar (GEM)(Diamond Gr ey),8536,1
1.pdf,Stop Kontak Multistandard D engan USB A+C (Metal)(Fros ted Silver),8536,1
1.pdf,engan USB A+C,8536,1
1.pdf,Stop Kontak Multi Standar D engan USB Ganda(Graphite Black),8536,1
1.pdf,Stop kontak multi standar de ngan USB ganda(Smoky Gre y),8536,1
1.pdf,Stop kontak multi standar de ngan USB ganda,8536,1
1.pdf,86 Type Surface Mounting B ox,3926,1
1.pdf,Schuko Socket Module,8536,1
1.pdf,Outlet Alat Cukur (Graphite Black),8536,1
1.pdf,Pelindung Stop Kontak Anti Air,3926,1
1.pdf,Sakelar 1 Tombol 2 Arah,8536,1
1.pdf,Outlet Data Cat.6 (Smoky Gr ey),8536,1
1.pdf,Bingkai Sakelar 4 (Matt Cha mpagne),3926,1
1.pdf,Penutup Saklar Anti Air,3926,1
1.pdf,Outlet Telepon & Data (GEM)(Diamond Silver),8536,1
1.pdf,Outlet TV & Data (Platinum Silver),8536,1
1.pdf,Plat Penutup (Metal Black),3926,1
1.pdf,Sakelar 1 Tombol 1 Arah (Me tal Black),8536,1
1.pdf,Sakelar 1 Tombol 1 Arah,8536,1
1.pdf,Sakelar 1 Tombol 2 Arah (S moky Grey),8536,1
1.pdf,Outlet TV Dengan Konektor Tipe F(Metal Black),8536,1
1.pdf,Outlet Telepon (Metal Black),8536,1
1.pdf,Sakelar 1 Tombol Intermedia te (Metal Black),8536,1
1.pdf,Sakelar Tekan (momentary) 1 Gang(Metal Black),8536,1
1.pdf,2 Gang(Metal Black),8536,1
1.pdf,Outlet Telepon & Data Cat. 5 e(Metal Black),8536,1
1.pdf,Stop Kontak Saklar Internasi onal 10A(Metal Black),8536,1
1.pdf,Sakelar 1 Tombol 1 Arah (Gr aphite Black),8536,1
1.pdf,Sakelar 1 Tombol 2 Arah (Gr aphite Black),8536,1
1.pdf,Sakelar 1 Tombol Intermedia te(Graphite Black),8536,1
1.pdf,Sakelar 2 Tombol 1 Arah (Gr aphite Black),8536,1
1.pdf,Sakelar 2 Tombol 2 Arah (Gr aphite Black),8536,1
1.pdf,Sakelar 3 Tombol 1 Arah (Gr aphite Black),8536,1
1.pdf,Sakelar 4 Tombol 1 Arah (Gr aphite Black),8536,1
1.pdf,Stop Kontak Universal Denga n Sakelar,8536,1
1.pdf,Sakelar Bell (Graphite Black),8536,1
1.pdf,Outlet Telepon RJ11 (Graphit e Black),8536,1
1.pdf,Sakelar 1 Tombol 1 Arah (N atural Champagne),8536,1
1.pdf,Sakelar 1 Tombol 2 Arah (Na tural Champagne),8536,1
1.pdf,Sakelar 2 Tombol 1 Arah (Na tural Champagne),8536,1
1.pdf,Sakelar Pengatur Kipas Angi n 200W,8536,1
1.pdf,Sakelar 2 Tombol 2 Arah (Na tural Champagne),8536,1
1.pdf,tural Champagne),8536,1
1.pdf,Sakelar 4 Tombol 1 Arah (Na tural Champagne),8536,1
1.pdf,Sakelar 4 Tombol 2 Arah (Na tural Champagne),8536,1
1.pdf,Sakelar Bell (Natural Champa gne),8536,1
1.pdf,Stop Kontak Universal Denga n Sakelar(Natural Champagn e),8536,1
1.pdf,Stop Kontak Tipe Schuko (N atural Champagne),8536,1
1.pdf,Sakelar Pengatur Kipas Angi n 200W(Natural Champagne),8536,1
1.pdf,Outlet TV (Natural Champag ne),8536,1
1.pdf,Outlet Telepon RJ11 (Natur al Champagne),8536,1
1.pdf,Stop Kontak Saklar Internasi onal 10A(Natural Champagn e),8536,1
1.pdf,Inbow Dus,3926,1
1.pdf,Penutup Sakelar Tahan Air,3926,1
1.pdf,Penutup Stopkontak Anti Air,3926,1
1.pdf,Sakelar 1 Tombol Intermedia te,8536,1
1.pdf,Sakelar 2 Tombol 2 Arah (S moky Grey),8536,1
1.pdf,Stop Kontak Universal Denga n Sakelar(Smoky Grey),8536,1
1.pdf,Sakelar Pengatur Kipas Angi n 200W (Smoky Grey),8536,1
1.pdf,Sakelar 1 Tombol Intermedia te (Graphite Black),8536,1
1.pdf,Outlet Telepon RJ11,8536,1
1.pdf,Sakelar 2-Tombol Intermediate(Graphit e Black),8536,1
1.pdf,Sakelar Pengatur Kipas Angi n 200W (Graphite Black),8536,1
2.pdf,Valor LED DL 12W R150 400 0K,9405,2
2.pdf,Duro KC1 black 30D anti-glare frame,9405,2
2.pdf,2 Wires (L-N) Track-2 meters-BK,9405,2
2.pdf,MT36 48V Track Grid Spotlig ht12W4000K24D BK,9405,2
2.pdf,MT36 Recessed Magnetic Tr ack 2meterBK,9405,2
2.pdf,MT36 I shape Power connect or BK,9405,2
2.pdf,Sakelar 2 Tombol 1 Arah (Ma tt Champagne),8536,2
2.pdf,Sakelar 2 Tombol 2 Arah (Ma tt Champagne),8536,2
2.pdf,Stop Kontak tipe Schuko (Ma tt Champagne),8536,2
2.pdf,Kotak Pemasangan Inbow,3926,2
3.pdf,Sakelar 1 Tombol Pintar,8536,3
3.pdf,Sakelar 2 Tombol Pintar,8536,3
3.pdf,Sakelar 3 Tombol Pintar,8536,3
3.pdf,Sakelar 4 Tombol Skenario Pi ntar,8536,3
3.pdf,Sakelar 1 Tombol Peredup Pi ntar,8536,3
3.pdf,Sakelar 2 Tombol Peredup Pi ntar,8536,3
3.pdf,Sakelar 2 Tombol 2 Arah,8536,3
3.pdf,Zigbee to 0-10V converter with Zigbee m odule,9032,3
3.pdf,Simpad plus (Alexa speaker),8536,3
3.pdf,Duro KC1 ivory 30D anti-glare frame,9405,3
3.pdf,MT36 Recessed Magnetic Tr ack 1meterBK,9405,3
3.pdf,Inbowdus,7326,3
3.pdf,Saklar 1-Tombol 1-Arah (GEM),8536,3
3.pdf,Saklar 2-Tombol 1-Arah (GEM),8536,3
3.pdf,Saklar 3-Tombol 1-Arah (GEM),8536,3
3.pdf,Saklar 1-Tombol 2-Arah (GEM),8536,3
3.pdf,Saklar 2-Tombol 2-Arah (GEM),8536,3
3.pdf,Stop Kontak Tipe Schuko (G EM),8536,3
3.pdf,Stop Kontak Schuko Dengan Tipe A+C (GEM),8536,3
3.pdf,Bingkai Sakelar 2,8538,3
3.pdf,Bingkai Sakelar 3,8538,3
3.pdf,Bingkai Sakelar 4,8538,3
4.pdf,SS22 COB 24V Strip 5W/M 3 20L 8mm 3000K,8539,4
5.pdf,Penghubung Perangkat Pinta r,8517,5
7.pdf,Saklar 1 Gang Dimming Terp isah 0-10V(Smoky Grey),8536,7
7.pdf,Saklar 2 Gang Dimming Terp isah 0-10V(Smoky Grey),8536,7
9.pdf,Valor LED G45 3W 3000K,8539,9
9.pdf,Valor LED T80 20W 6500K,8539,9
9.pdf,Valor LED T100 30W 6500K,8539,9
9.pdf,Valor LED T140 50W 6500K,8539,9
9.pdf,Valor LED A70 15W 6500K,8539,9
9.pdf,Valor LED DL 17W R150 650 0K,9405,9
10.pdf,CH16 HV Strip 9W/M-50M 2835-120L 10mm 3000K,8539,10
10.pdf,CH16 Strip Accessory Kit(Wit h EU plug),9405,10
11.pdf,KC1 shining black anti-glare metal frame,9405,11
11.pdf,ond Grey),8536,11
11.pdf,Smart MT36 48V Linear Light 12W BK,9405,11
11.pdf,Smart MT36 48V TRK Penda nt 10W36D BK,9405,11
11.pdf,MT36 L corner acc_Horizonta l BK,9405,11
11.pdf,Sakelar 1 Tombol Intermedia te (Matt Champagne),8536,11
11.pdf,Sakelar 4 Tombol 1 Arah,8536,11
11.pdf,LT30 L corner acc_Vertical B K Surface,9405,11
11.pdf,Smart LT30 24V TunableWH TRK Adjust GridSpotlight10W 24°BK,9405,11
11.pdf,Smart LT30 24V TunableWH TRK Spotlight 6W36°BK,9405,11
11.pdf,LT30 Surface Mount Track 0. 5meter BK,9405,11
11.pdf,LT30 I shape Power connect or BK Surface,9405,11
11.pdf,LT30 L corner acc_Horizontal BK Surface,9405,11
12.pdf,Duro LED-KC1 Module TRIAC 12W4000 K36D,9405,12
12.pdf,Sakelar 2 Tombol Peredup Pi ntar(Smoky Grey),8536,12
12.pdf,Smart Zigbee Gateway (Wifi),8517,12
12.pdf,Peredup Lampu (Dimmer) 20 0W (Smoky Grey),8536,12
12.pdf,Sakelar Pintar 1 Tombol (GE M)(Diamond Grey),8536,12
12.pdf,Bingkai Saklar 2-warna Putih(Smoky Grey),7326,12
13.pdf,Saklar 2-Tombol 1-Arah (GEM)(Diamond Grey),8536,13
13.pdf,Saklar 1-Tombol 2-Arah (GEM)(Diamond Grey),8536,13
13.pdf,Saklar 2-Tombol 2-Arah (GEM)(Diamond Grey),8536,13
14.pdf,Bingkai Saklar 3-warna Putih,7326,14
14.pdf,arah Dengan Indicator LED,8536,14
14.pdf,Saklar 1-tombol 1-arah Dengan Indicator LED,8536,14
14.pdf,Saklar 2-tombol 1-arah Dengan Indicator LED,8536,14
14.pdf,Saklar 4-tombol 1-arah Dengan Indicator LED,8536,14
14.pdf,Deteksi Gas Mudah Terbakar Pintar,8531,14
14.pdf,Vibration sensor,8531,14
14.pdf,Doorbell push button,8536,14
14.pdf,Remote key,8526,14
14.pdf,Sakelar Bell (GEM),8536,14
14.pdf,Sakelar 1 Tombol 1 Arah De ngan Strip,8536,14
14.pdf,Sakelar 2 Tombol 2 Arah De ngan Strip,8536,14
14.pdf,Sakelar 3 Tombol 1 Arah De ngan Strip,8536,14
14.pdf,ngan Strip,8536,14
14.pdf,Sakelar 3 Tombol 2 Arah De ngan Strip,8536,14
14.pdf,Sakelar 4 Tombol 1 Arah De ngan Strip,8536,14
14.pdf,Sakelar 4 Tombol 2 Arah De ngan Strip,8536,14
14.pdf,Sakelar Tekan 1 Tombol Den gan Strip,8536,14
14.pdf,Sakelar Bell,8536,14
14.pdf,Stop Kontak Tipe Schuko,8536,14
14.pdf,Stop Kontak Multi-standard Dan Stop Kontak 2 Pin,8536,14
14.pdf,Outlet TV Dengan Konektor Tipe F,8536,14
14.pdf,1 Gang Telephone Outlet,8536,14
14.pdf,Sakelar 1 Tombol 2 Arah De ngan Strip,8536,14
14.pdf,Outlet Telepon,8536,14
14.pdf,Outlet Data,8536,14
14.pdf,Floor Socket Twin Euro-US Socket,8536,14
14.pdf,Floor Socket with Schuko,8536,14
14.pdf,Penutup Stopkontak Transpa ran Tahan Air,3926,14
14.pdf,Stop Kontak Multistandard D engan USB A+C (GEM),8536,14
14.pdf,Sakelar Pintar Skenario 2 To mbol (GEM),8536,14
14.pdf,Saklar 3-Tombol 2-Arah (GEM),8536,14
14.pdf,Sakelar Pintar 1 Tombol (GE M),8536,14
16.pdf,Smart Doorbell(Wifi),8531,16
16.pdf,Pendeteksi Pintar Banjir,9025,16
18.pdf,Bingkai Saklar 4-warna Putih,7326,18
18.pdf,Bingkai untuk 1-tombol,7326,18
18.pdf,Saklar 2-tombol 1-arah dengan indicator LED,8536,18
18.pdf,Saklar 2-tombol 2-arah dengan indicator LED,8536,18
19.pdf,2 Wires (L-N) Track-1 meter-BK,9405,19
19.pdf,RS22 LED tracklight(2 wires) 20W 3000K 24D WH,9405,19
19.pdf,RS22 LED tracklight(2 wires) 10W 3000K 24D WH,9405,19
19.pdf,RS22 LED tracklight(2 wires) 30W 3000K 24D WH,9405,19
19.pdf,RS22 LED tracklight(2 wires) 30W 3000K 24D BK,9405,19
19.pdf,RS22 LED tracklight(2 wires) 30W 6500K 24D BK,9405,19
21.pdf,Duro KC1 oval frame,9405,21
21.pdf,Duro KC1 double flat grid fra me,9405,21
21.pdf,Duro KC1 triple flat grid fram e,9405,21
