doc_id,description,hs_code,folder
179.pdf,SMB65C-63 MCB 6kA 1P C4,8536,179
179.pdf,SMB65C-63 MCB 6kA 1P C6,8536,179
179.pdf,SMB65C-63 MCB 6kA 1P C16,8536,179
180.pdf,Valor LED A60 7W 3000K,8539,180
180.pdf,LED MR16 glass HV 7W 6500 K,8539,180
180.pdf,Valor LED A60 11W 3000K,8539,180
180.pdf,Valor LED T120 40W 6500K,8539,180
180.pdf,Valor LED A70 15W 3000K,8539,180
180.pdf,Valor LED T45 10W 3000K,8539,180
181.pdf,Sakelar 2 Tombol Pintar (Gr aphite Black),8536,181
181.pdf,Sakelar 4 Tombol Pintar (Gra phite Black),8536,181
181.pdf,Sakelar 1 Tombol Skenario Pi ntar(Graphite Black),8536,181
181.pdf,Sakelar 4 Tombol Skenario Pintar(Graphite Black),8536,181
181.pdf,Sakelar 2 Tombol Peredup Pi ntar(Graphite Black),8536,181
181.pdf,Smart human presence sens or(ZigBee),9030,181
181.pdf,Sakelar Pintar Skenario 2 To mbol (GEM)(Diamond Grey),8536,181
181.pdf,mbol(Smoky Grey),9032,181
181.pdf,Sakelar 1 Tombol Peredup Pi ntar (Metal)(Brushed Grey),8536,181
181.pdf,Sakelar Pintar Skenario 8 To mbol (Metal)(Brushed Grey),8536,181
181.pdf,Deteksi Asap Alarm Pintar,8531,181
181.pdf,Sakelar Pintar Skenario 4 To mbol,8536,181
181.pdf,Sakelar 2 Tombol Pintar (Gra phite Black),8536,181
181.pdf,Sakelar Pintar 4 Tombol (Gra phite Black),8536,181
184.pdf,Stop Kontak Tipe Schuko (Pl atinum Grey),8536,184
184.pdf,Stop Kontak Multistandard D engan USB A+C(Platinum Gr ey),8536,184
186.pdf,MT36 LED 48V Track Spotlig ht10W3000K24D BK,9405,186
186.pdf,MT36 48V Track Linear Light 12W4000K BK,9405,186
186.pdf,MT36 Recessed 48V constan t voltage Driver150w,8504,186
186.pdf,smart multi-functional control panel,8536,186
187.pdf,Outlet Data (Platinum Grey),8536,187
192.pdf,RD20 LED streetlight 200W 6 500K,9405,192
192.pdf,SMB65C-63 MCB 6kA 3P C6,8536,192
192.pdf,SMB65C-63 MCB 6kA 3P C16,8536,192
192.pdf,SMB65C-63 MCB 6kA 3P C50,8536,192
194.pdf,Saklar 1-Tombol 2-Arah (Metal)(Satin Gold),8536,194
194.pdf,Saklar 2-Tombol 1-Arah (Metal)(Satin Gold),8536,194
194.pdf,Saklar 3-Tombol 1-Arah (Metal)(Satin Gold),8536,194
194.pdf,Stop Kontak Tipe Schuko (M etal)(Satin Gold),8536,194
196.pdf,"Smart breaker(simon smart, Zigbee,16A)",8536,196
197.pdf,Sakelar 4 Tombol 2 Arah (S moky Grey),8536,197
198.pdf,MT36 corner Power connecto r BK,9405,198
199.pdf,Duro LED Panel light 36W 65 00K 300*1200,9405,199
199.pdf,Stop Kontak Multistandard D engan USB A+C(Natural Cha mpagne),9032,199
199.pdf,Outlet TV & Data (Smoky Gr ey),8536,199
199.pdf,Multi-standard Socket with Switch and Type-A+C(Smoky Grey),8536,199
201.pdf,Stop Kontak Multi-standar (Metal)(Brushed Gre y),8536,201
201.pdf,Valor LED DL 20W R175 400 0K,9405,201
201.pdf,MT36 48V Adjust GridSpotlig ht12W4000K24D BK,9405,201
201.pdf,HB30 LED Highbay 100W 65 00K 90D,9405,201
201.pdf,Recessed with clip installatio n accessory kit,7320,201
201.pdf,Bingkai Sakelar 1 (Smoky Gr ey),3926,201
201.pdf,RD20 LED streetlight 150W 4 000K,9405,201
203.pdf,Stop Kontak Multistandard D engan USB A+C(Matt Champ agne),8536,203
203.pdf,SS22 Strip 24V 60L 8mm 8W 2700K IP20 5M,8539,203
203.pdf,SS22 COB HV Strip 14W/M-50M 288L8mm 3000K,8539,203
204.pdf,Sakelar 4 Tombol 2 Arah (Gr aphite Black),8536,204
205.pdf,Valor LED square DL 24W S2 00 6500K,9405,205
210.pdf,Sakelar 3 Tombol 2 Arah (Na tural Champagne),8536,210
213.pdf,CP36S LED Spotlight BK 12W R75 3000K36D Ra90,9405,213
216.pdf,RD20 LED streetlight 100W 4 000K,9405,216
217.pdf,Floor Socket with Schuko Mo dule,8536,217
217.pdf,FL20 LED floodlight 20W650 0K,9405,217
219.pdf,Duro LED-KC1 Module 5W3000K24D,9405,219
224.pdf,RS22 LED tracklight(2 wires) 10W 3000K 24D BK,9405,224
224.pdf,RS22 LED tracklight(2 wires) 10W 4000K 24D WH,9405,224
224.pdf,RS22 LED tracklight(2 wires) 10W 4000K 24D BK,9405,224
224.pdf,RS22 LED tracklight(2 wires) 20W 4000K 24D WH,9405,224
226.pdf,Duro LED-KC1 Module 12W3000K36D,9405,226
226.pdf,Duro LED-KC1 Module TRIAC 12W3000 K24D,9405,226
226.pdf,Duro LED-KC1 Module 7W3000K15D,9405,226
227.pdf,Socket Waterproof Cover,3926,227
229.pdf,SS22 COB HV Strip 14W/M-50M 288L8mm 4000K,8539,229
230.pdf,Bingkai Sakelar 1 (Matt Cha mpagne),3926,230
230.pdf,Stop Kontak Saklar Internasi onal 10A(Matt Champagne),8536,230
231.pdf,FL20 LED floodlight 200W65 00K,9405,231
231.pdf,Valor LED DL 4W R75 4000K,9405,231
231.pdf,Valor LED DL surface mounti ng accessory 17W,9405,231
231.pdf,EV1 300W24V constant volta ge power supply IP67,8504,231
233.pdf,Linear Connector(L-N)-BK,9405,233
234.pdf,SMB65C-63 MCB 6kA 2P C6,8536,234
235.pdf,Sakelar 3 Tombol Pintar (Mat t Champagne),8536,235
236.pdf,EV1 30W24V constant voltag e power supply,8504,236
239.pdf,SS22 COB Strip Accessory Kit (With EU plug),8539,239
241.pdf,Saklar Bell Dengan Indikator DND MUR(Smoky Grey),8536,241
241.pdf,Plat Penutup (Smoky Grey),7326,241
241.pdf,Sakelar Tekan (momentary) 1 Gang,8536,241
241.pdf,Sakelar Tekan (momentary) 2 Gang,8536,241
241.pdf,Sakelar Tekan (momentary) 1 Gang(Smoky Grey),8536,241
243.pdf,Sakelar 2 Tombol 2 Arah den gan DND & MUR,8536,243
246.pdf,RD20 LED streetlight 100W 6 500K,9405,246
249.pdf,Valor LED DL 24W R200 300 0K,9405,249
250.pdf,Valor LED DL 17W R150 650 0K 4-pack,9405,250
256.pdf,LED T8 18W 6500K DE INDO,8539,256
259.pdf,2 Tombol Saklar Modul Smar t Non-netral(Smoky Grey),8536,259
259.pdf,Bingkai untuk 1-tombol (Graphite Black),3926,259
259.pdf,3 Tombol Saklar Modul Smar t Non-netral(Smoky Grey),8536,259
260.pdf,Sakelar 3 Tombol Pintar (Dar k Black),8536,260
260.pdf,Sakelar 2 Tombol Pintar (Dar k Black),8536,260
262.pdf,Valor LED DL 12W R125 300 0K,9405,262
263.pdf,Saklar 4-Tombol 2-Arah (Matt Champagne),8536,263
264.pdf,Saklar Bell dengan indikator DND MUR,8536,264
265.pdf,Sakelar Tekan (momentary) 2 Gang(Graphite Black),8536,265
267.pdf,Floor Socket Twin Universal Socket,8536,267
268.pdf,Saklar 1-Tombol 1-Arah (Coffee Black),8536,268
268.pdf,Bingkai saklar 1-warna Putih(Coffee Black),7326,268
268.pdf,Saklar 2-Tombol 1-Arah (Coffee Black),8536,268
268.pdf,Saklar 3-Tombol 1-Arah (Coffee Black),8536,268
268.pdf,Saklar 4-Tombol 1-Arah (Coffee Black),8536,268
268.pdf,Schuko Socket (Coffee Black),8536,268
268.pdf,Twin USB Socket with Switch (Coffee Black),8536,268
269.pdf,Penutup Stopkontak Anti Air(Graphite Black),3926,269
270.pdf,Sakelar Ganda Euro-US Dengan Type A+C(20W)(Smoky Grey),8536,270
272.pdf,LED(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0)(cid:0) (cid:0)(cid:0)1.2(cid:0)T8(cid:0)(cid:0) @1x1.2m T8 LED tube batte n fixture without shield,9405,272
273.pdf,65E-Distribution box-recessed-8modules,7326,273
273.pdf,65E-Distribution box-recessed-12modules,7326,273
273.pdf,65E-Distribution box-recessed-4modules,7326,273
275.pdf,Sakelar Kartu Akses Dengan RFID(Smoky Grey),8536,275
275.pdf,Outlet Alat Cukur (Smoky Gr ey),8536,275
281.pdf,WiFi Router+USB+ Type C(S moky Grey),8536,281
283.pdf,"Modul Pengatur Suhu Panas Lantai dan AC Terpusat (Sim on Smart, Modbus)(Diamond Grey)",9032,283
284.pdf,Pelat Penutup (GEM)(Diamo nd Grey),3926,284
287.pdf,Sakelar 2 Tombol Intermedia te,8536,287
288.pdf,Stop Kontak Universal Denga n Sakelar(Platinum Grey),8536,288
288.pdf,Stop Kontak Saklar (GEM)(Di amond Grey),8536,288
289.pdf,Homepad Pro 10inch with Zi gBee&BLE Gateway,8471,289
291.pdf,Stop Kontak Saklar (Smoky Grey),8536,291
291.pdf,Schuko socket-Round-GR,8536,291
292.pdf,Smart Temperature and Hu midity Sensor (Zigbee),9025,292
292.pdf,Docking AC gateway mini (V RF),8517,292
295.pdf,Bingkai Sakelar 5 (Platinum Grey),8538,295
296.pdf,Sakelar 1 Tombol 2 Arah De ngan Strip(Graphite Black),8536,296
296.pdf,Sakelar 1 Tombol 2 Arah De ngan Strip(Matt Champagne),8536,296
298.pdf,Valor LED DL 16W R150 300 0K-4000K-6500K,9405,298
302.pdf,Outlet Kartu Akses Hotel (Sm oky Grey),8536,302
303.pdf,SFL39 LED Floodlight Solar E q100W 6500K,9405,303
303.pdf,FL20 LED floodlight 100W65 00K,9405,303
303.pdf,2 Gang 1 Way Switch (Metal) (Frosted Silver),8536,303
306.pdf,Sakelar 2 Tombol Tirai Pintar (Graphite Black),8536,306
307.pdf,Sakelar 2 Tombol 2 Arah De ngan DND & MUR(Graphite B lack),8536,307
307.pdf,Floor Socket 13A BS & USB S ocket,8536,307
307.pdf,Floor Socket with 2 Data Soc ket Cat.6,8536,307
310.pdf,Sakelar Tekan (momentary) 3 Gang(Graphite Black),8536,310
311.pdf,Stop Kontak Multi-standard Dengan Sakelar(Gr aphite Black),8536,311
312.pdf,Duro LED-KC1 Module TRIAC 7W3000K 24D,9405,312
313.pdf,Smart cam 20,8525,313
315.pdf,Stop Kontak 13A dengan Sak elar(Smoky Grey),8536,315
317.pdf,Saklar Bell Dengan Indikator DND MUR(Matt Champagne),8536,317
317.pdf,Saklar Peredup Zigbee 2 To mbol (RCU nirkabel) (Matt C hampagne),8536,317
317.pdf,4 Gang Sakelar Skenario Zig bee(Matt Champagne),8536,317
317.pdf,Sakelar Kartu Akses (Matt Ch ampagne),8536,317
317.pdf,Saklar Zigbee 1 Tombol (Mat t Champagne),8536,317
317.pdf,Saklar Peredup Zigbee 1 To mbol (RCU nirkabel) (Matt C hampagne),8536,317
317.pdf,6 Gang Sakelar Skenario Zig bee(Matt Champagne),8536,317
318.pdf,Duro LED-KC1 Module 15W4000K36D,9405,318
318.pdf,Duro KC1 single flat grid fra me,9405,318
319.pdf,Outlet cukur,8536,319
320.pdf,Sakelar Peredup Lampu (Dim mer) 200W,8536,320
321.pdf,Saklar 2-Tombol 2-Arah (Platinum Grey),8536,321
321.pdf,MT36 48V Track Pendant9W 4000K24D BK,9405,321
322.pdf,Saklar Bel 1-Tombol (Graphite Black),8536,322
323.pdf,Stop Kontak Saklar,8536,323
329.pdf,Sakelar 1 Tombol 1 Arah (Sp ace Grey),8536,329
329.pdf,Sakelar 1 Tombol 1 Arah (Vi ntage Gold),8536,329
330.pdf,Stop Kontak Multi-standar (GEM),8536,330
331.pdf,Lampu Sensor Kaki 3000k,9405,331
332.pdf,LED DriverCV 24V150W on-off,8504,332
333.pdf,Multi-standard socket-Round-BK,8536,333
333.pdf,USB Outlet-Round-BK(DC5V2.1A),8536,333
334.pdf,Saklar 4-Tombol 2-Arah (GEM),8536,334
334.pdf,EV1 200W24V constant volta ge power supply IP67,8504,334
335.pdf,Smart RGB+Tunable CCT bul b A60 8.5W WIIFI,8539,335
338.pdf,Saklar 4-Tombol 2-Arah,8536,338
338.pdf,Schuko socket-Round-WH,8536,338
339.pdf,Bingkai saklar 1-warna putih,7326,339
339.pdf,Stop Kontak 13A dengan Sak elar,8536,339
343.pdf,Sakelar Tekan (momentary) 4 Gang(Graphite Black),8536,343
343.pdf,Pelat Penutup (Smoky Grey),3926,343
346.pdf,Twin data outlet module(26-Graphite Black),8536,346
347.pdf,Saklar 4-Tombol 1-Arah (Metal)(Brushed Grey),8536,347
348.pdf,Saklar 2-Tombol 1-Arah (Metal),8536,348
349.pdf,Duro KC1 ivory 10D anti-glare square frame,9405,349
349.pdf,RD20 LED streetlight 200W 4 000K,9405,349
350.pdf,Outlet TV & Data (GEM) (Dia mond Grey),8536,350
356.pdf,Duro LED-KC1 Module 9W3000K24D,9405,356
357.pdf,Stop Kontak Multi-standard dengan Sakelar(Ma tt Champagne),8536,357
357.pdf,Sakelar 1 Tombol 1 Arah (Ma tt Champagne),8536,357
358.pdf,Stop Kontak USB type A+C (30W)(Natural Champagne),8536,358
361.pdf,Saklar 3-Tombol 2-Arah,8536,361
363.pdf,Duro LED-KC1 Module 9W3000K36D,9405,363
364.pdf,Saklar 2 tombol Data Outlet,8536,364
367.pdf,Outlet Data Cat.6,8536,367
367.pdf,Valor LED DL 8W R100 6500 K 4-pack,9405,367
373.pdf,LED T8 HE 18W 6500K SE,8539,373
374.pdf,Floor Socket with HDMI & D ata (Cat.6) Socket,8536,374
374.pdf,Saklar 1-Tombol Intermediate,8536,374
377.pdf,Saklar Pintar Multifungsi 4 T ombol(2 skenario+2 saklar),8536,377
380.pdf,EV1 120W24V constant volta ge power supply,8504,380
382.pdf,Valor LED A60 13W 3000K,8539,382
384.pdf,Stop Kontak Multi Standar D engan USB Ganda,8536,384
386.pdf,Valor LED DL 12W R125 400 0K,9405,386
388.pdf,Stop Kontak Tipe Schuko (M etal),8536,388
388.pdf,Saklar 1-Tombol 1-Arah (Metal),8536,388
388.pdf,Saklar 2-Tombol 2-Arah (Metal),8536,388
388.pdf,Saklar 3-Tombol 1-Arah (Metal),8536,388
389.pdf,SS22 COB 24V Strip 10W/M-5M 320L 8mm 4000K,8539,389
389.pdf,8mm end connector-single wiring,9405,389
389.pdf,8mm middle connector,9405,389
390.pdf,Sakelar 4 Tombol Pintar,8536,390
392.pdf,Stop Kontak Multi-standar,8536,392
396.pdf,3 Gang Smart Scene Switch Module(TY cloud)(61-Smoky Grey),8536,396
397.pdf,Sakelar Kartu Akses Dengan RFID,8536,397
401.pdf,Sakelar Pintar Skenario 4 To mbol (Metal),8536,401
402.pdf,Saklar 1-tombol 1-arah dengan indicator LED,8536,402
402.pdf,Saklar 4-Tombol 1-Arah (Metal),8536,402
402.pdf,Stop Kontak Universal Denga n Sakelar (Metal),8536,402
403.pdf,Sakelar Pintar 2 Tombol (Met al),8536,403
403.pdf,Outlet Data (Metal),8536,403
403.pdf,Outlet TV (Metal),8536,403
403.pdf,Sakelar Pintar 1 Tombol (Met al),8536,403
404.pdf,Surface Mounting Box,8536,404
411.pdf,Duro LED-KC1 Module 9W4000K24D,9405,411
416.pdf,Bingkai Saklar 4-Warna Putih,7326,416
416.pdf,Bingkai Saklar 5-warna Putih,7326,416
416.pdf,16A Sakelar Kartu Akses RFI D,8536,416
417.pdf,RD20 LED streetlight 150W 6 500K,9405,417
417.pdf,SFL39 LED Floodlight Solar E q50W 6500K,9405,417
419.pdf,RD50 LED streetlight 30W 65 00K,9405,419
421.pdf,Stop Kontak Multi-standard dengan Sakelar,8536,421
425.pdf,MT36 48V Track Linear Light 7W3000K BK,9405,425
428.pdf,FL30 LED floodlight 30W650 0K,9405,428
428.pdf,Pelat Penutup,3926,428
428.pdf,Modul TV dan Stop Kontak D ata,8536,428
429.pdf,Valor LED square DL 8W S10 0 6500K,9405,429
429.pdf,Valor LED square DL 12W S1 50 6500K,9405,429
430.pdf,Valor LED DL 20W R175 300 0K,9405,430
432.pdf,FL20 LED floodlight 50W300 0K,9405,432
432.pdf,Outlet Telepon & Data,8536,432
432.pdf,Bingkai Sakelar 5,3926,432
433.pdf,Stop Kontak Schuko Dengan Tipe A+C,8536,433
433.pdf,blank plate(26-Graphite Black),3926,433
434.pdf,Sakelar Kartu Akses,8536,434
434.pdf,Saklar Zigbee 1 Tombol,8536,434
434.pdf,Saklar Peredup Zigbee 1 To mbol (RCU nirkabel),8536,434
434.pdf,Saklar Peredup Zigbee 2 To mbol (RCU nirkabel),8536,434
434.pdf,4 Gang Sakelar Skenario Zig bee,8536,434
434.pdf,6 Gang Sakelar Skenario Zig bee,8536,434
435.pdf,Saklar Bell Dengan Indikator DND MUR,8536,435
437.pdf,Sakelar Tekan (momentary) 3 Gang,8536,437
437.pdf,Saklar 1-Tombol 2-Arah (Metal),8536,437
438.pdf,1 Gang Mounting Box,3926,438
441.pdf,Duro KC1 round embedded frame,9405,441
442.pdf,Modul TV dan Stop Kontak Data Cat.6,8536,442
443.pdf,Valor LED DL 4W R75 3000K,9405,443
443.pdf,Valor LED DL 8W R100 3000 K,9405,443
445.pdf,FL20 LED floodlight 30W300 0K,9405,445
450.pdf,SS22 COB HV Strip 14W/M-50M 288L8mm 6500K,8539,450
451.pdf,FL30 LED floodlight 50W650 0K,9405,451
452.pdf,Valor LED square DL 17W S1 50 3000K,9405,452
456.pdf,Surface-mounted Power track-0.6m-Black,8538,456
458.pdf,Sakelar Pintar Skenario 1 To mbol (Metal),8536,458
459.pdf,Sakelar 2-Tombol Intermediate,8536,459
460.pdf,3 Gang Smart No-neutral Switch,8536,460
468.pdf,FL20 LED floodlight 50W650 0K,9405,468
